,game,model,experiment,episode,metric,value
476,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_21,Lose,0.0
477,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_21,Aborted,0.0
478,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_21,Main Score,100.0
479,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_21,Request Success Ratio,1.0
480,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Generated Expression Length,74.0
481,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Generated Expression Number of Tokens,13.0
482,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Aborted at Player 1,0.0
483,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Aborted at Player 2,0.0
484,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Request Count,2.0
485,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Parsed Request Count,2.0
486,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Violated Request Count,0.0
487,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Success,0.0
488,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Lose,1.0
489,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Aborted,0.0
490,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Main Score,0.0
491,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_34,Request Success Ratio,1.0
492,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Generated Expression Length,48.0
493,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Generated Expression Number of Tokens,10.0
494,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Aborted at Player 1,0.0
495,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Aborted at Player 2,0.0
496,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Request Count,2.0
497,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Parsed Request Count,2.0
498,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Violated Request Count,0.0
499,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Success,0.0
500,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Lose,1.0
501,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Aborted,0.0
502,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Main Score,0.0
503,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_4,Request Success Ratio,1.0
504,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Generated Expression Length,55.0
505,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Generated Expression Number of Tokens,10.0
506,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Aborted at Player 1,0.0
507,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Aborted at Player 2,0.0
508,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Request Count,2.0
509,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Parsed Request Count,2.0
510,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Violated Request Count,0.0
511,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Success,1.0
512,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Lose,0.0
513,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Aborted,0.0
514,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Main Score,100.0
515,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_20,Request Success Ratio,1.0
516,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Generated Expression Length,49.0
517,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Generated Expression Number of Tokens,8.0
518,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Aborted at Player 1,0.0
519,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Aborted at Player 2,0.0
520,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Request Count,2.0
521,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Parsed Request Count,2.0
522,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Violated Request Count,0.0
523,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Success,1.0
524,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Lose,0.0
525,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Aborted,0.0
526,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Main Score,100.0
527,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_12,Request Success Ratio,1.0
528,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Generated Expression Length,11.0
529,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Generated Expression Number of Tokens,2.0
530,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Aborted at Player 1,0.0
531,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Aborted at Player 2,0.0
532,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Request Count,2.0
533,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Parsed Request Count,2.0
534,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Violated Request Count,0.0
535,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Success,1.0
536,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Lose,0.0
537,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Aborted,0.0
538,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Main Score,100.0
539,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_23,Request Success Ratio,1.0
540,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Generated Expression Length,32.0
541,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Generated Expression Number of Tokens,6.0
542,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Aborted at Player 1,0.0
543,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Aborted at Player 2,0.0
544,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Request Count,2.0
545,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Parsed Request Count,2.0
546,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Violated Request Count,0.0
547,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Success,0.0
548,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Lose,1.0
549,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Aborted,0.0
550,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Main Score,0.0
551,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_10,Request Success Ratio,1.0
552,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Generated Expression Length,51.0
553,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Generated Expression Number of Tokens,10.0
554,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Aborted at Player 1,0.0
555,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Aborted at Player 2,0.0
556,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Request Count,2.0
557,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Parsed Request Count,2.0
558,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Violated Request Count,0.0
559,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Success,0.0
560,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Lose,1.0
561,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Aborted,0.0
562,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Main Score,0.0
563,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_25,Request Success Ratio,1.0
564,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Generated Expression Length,66.0
565,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Generated Expression Number of Tokens,11.0
566,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Aborted at Player 1,0.0
567,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Aborted at Player 2,0.0
568,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Request Count,2.0
569,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Parsed Request Count,2.0
570,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Violated Request Count,0.0
571,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Success,0.0
572,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Lose,1.0
573,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Aborted,0.0
574,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Main Score,0.0
575,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_36,Request Success Ratio,1.0
576,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Generated Expression Length,11.0
577,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Generated Expression Number of Tokens,2.0
578,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Aborted at Player 1,0.0
579,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Aborted at Player 2,0.0
580,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Request Count,2.0
581,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Parsed Request Count,2.0
582,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Violated Request Count,0.0
583,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Success,1.0
584,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Lose,0.0
585,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Aborted,0.0
586,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Main Score,100.0
587,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_28,Request Success Ratio,1.0
588,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Generated Expression Length,64.0
589,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Generated Expression Number of Tokens,10.0
590,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Aborted at Player 1,0.0
591,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Aborted at Player 2,0.0
592,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Request Count,2.0
593,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Parsed Request Count,2.0
594,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Violated Request Count,0.0
595,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Success,1.0
596,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Lose,0.0
597,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Aborted,0.0
598,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Main Score,100.0
599,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_33,Request Success Ratio,1.0
600,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Generated Expression Length,53.0
601,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Generated Expression Number of Tokens,8.0
602,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Aborted at Player 1,0.0
603,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Aborted at Player 2,0.0
604,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Request Count,2.0
605,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Parsed Request Count,2.0
606,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Violated Request Count,0.0
607,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Success,1.0
608,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Lose,0.0
609,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Aborted,0.0
610,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Main Score,100.0
611,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_3,Request Success Ratio,1.0
612,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Generated Expression Length,11.0
613,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Generated Expression Number of Tokens,2.0
614,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Aborted at Player 1,0.0
615,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Aborted at Player 2,0.0
616,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Request Count,2.0
617,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Parsed Request Count,2.0
618,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Violated Request Count,0.0
619,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Success,1.0
620,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Lose,0.0
621,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Aborted,0.0
622,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Main Score,100.0
623,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_30,Request Success Ratio,1.0
624,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Generated Expression Length,47.0
625,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Generated Expression Number of Tokens,8.0
626,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Aborted at Player 1,0.0
627,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Aborted at Player 2,0.0
628,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Request Count,2.0
629,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Parsed Request Count,2.0
630,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Violated Request Count,0.0
631,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Success,0.0
632,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Lose,1.0
633,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Aborted,0.0
634,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Main Score,0.0
635,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_38,Request Success Ratio,1.0
636,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Generated Expression Length,26.0
637,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Generated Expression Number of Tokens,4.0
638,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Aborted at Player 1,0.0
639,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Aborted at Player 2,0.0
640,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Request Count,2.0
641,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Parsed Request Count,2.0
642,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Violated Request Count,0.0
643,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Success,0.0
644,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Lose,1.0
645,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Aborted,0.0
646,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Main Score,0.0
647,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_8,Request Success Ratio,1.0
648,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Generated Expression Length,21.0
649,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Generated Expression Number of Tokens,4.0
650,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Aborted at Player 1,0.0
651,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Aborted at Player 2,0.0
652,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Request Count,2.0
653,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Parsed Request Count,2.0
654,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Violated Request Count,0.0
655,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Success,1.0
656,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Lose,0.0
657,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Aborted,0.0
658,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Main Score,100.0
659,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_11,Request Success Ratio,1.0
660,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Generated Expression Length,12.0
661,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Generated Expression Number of Tokens,3.0
662,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Aborted at Player 1,0.0
663,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Aborted at Player 2,0.0
664,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Request Count,2.0
665,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Parsed Request Count,2.0
666,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Violated Request Count,0.0
667,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Success,0.0
668,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Lose,1.0
669,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Aborted,0.0
670,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,1_TUNA_two_attibute_id,episode_14,Main Score,0.0
